hash,text,audio_file,synthesis_time,voice_name,speaking_rate,pitch,duration_ms
f90e504415e3dd8f8c7c85fe5d8d50c04adc0cf95b674357916f4631c49aa1e7,the smallest,data/audio/f90e504415e3dd8f8c7c85fe5d8d50c04adc0cf95b674357916f4631c49aa1e7.mp3,0.2048427920000008,en-US-Wavenet-D,1.0,0,1128
5d1eeaf5855f280558738b1e31d92b032c48b3c6f66e1adb8a0e0a7cccd53413,il più piccolo,data/audio/5d1eeaf5855f280558738b1e31d92b032c48b3c6f66e1adb8a0e0a7cccd53413.mp3,0.4018886250000015,it-IT-Wavenet-D,0.75,0,1488
d806123e6329fbd46252c7d0248eb47b7bb7317e3da0c3f3500e01cd63850b1d,like this,data/audio/d806123e6329fbd46252c7d0248eb47b7bb7317e3da0c3f3500e01cd63850b1d.mp3,0.2033960419999996,en-US-Wavenet-D,1.0,0,960
796eb416045eebff5fee66b9f86cef7c1999ed914b91055e645ae17ed83fad55,così,data/audio/796eb416045eebff5fee66b9f86cef7c1999ed914b91055e645ae17ed83fad55.mp3,0.1901580420000002,it-IT-Wavenet-D,0.75,0,816
68b818e9c0fc41f05f54c4b06bb56b2b3a6cbded2e7a4c00b9e485d0b73c20de,like this one,data/audio/68b818e9c0fc41f05f54c4b06bb56b2b3a6cbded2e7a4c00b9e485d0b73c20de.mp3,0.3118167909999982,en-US-Wavenet-D,1.0,0,1032
bafd8d5f25ca74dbb0b336292e31bb8e0a2759390ff2250275c3c0267ad58ea8,come questo,data/audio/bafd8d5f25ca74dbb0b336292e31bb8e0a2759390ff2250275c3c0267ad58ea8.mp3,0.3033575000000006,it-IT-Wavenet-D,0.75,0,1296
7406de215bdffebbb60e9e9f34b1dddb87af635b6f93bd6c080c6db8aedc52ae,like this one but bigger,data/audio/7406de215bdffebbb60e9e9f34b1dddb87af635b6f93bd6c080c6db8aedc52ae.mp3,0.2025278750000012,en-US-Wavenet-D,1.0,0,1728
1322e1f2b853bc4386f67758505dfdcf089d68cca67c8986a898c3a11ae59ebd,come questo ma più grande,data/audio/1322e1f2b853bc4386f67758505dfdcf089d68cca67c8986a898c3a11ae59ebd.mp3,0.3009397090000014,it-IT-Wavenet-D,0.75,0,2208
73a193d710ef2c86d80f42a34d4d685c2622fb9cb2d7226aa7335e50688113f3,better,data/audio/73a193d710ef2c86d80f42a34d4d685c2622fb9cb2d7226aa7335e50688113f3.mp3,0.1777654169999998,en-US-Wavenet-D,1.0,0,768
0cd917dc4ea115c1239f63b600147d4866510664fffe6b7a2238bffe4e8ac044,meglio,data/audio/0cd917dc4ea115c1239f63b600147d4866510664fffe6b7a2238bffe4e8ac044.mp3,0.2091982080000001,it-IT-Wavenet-D,0.75,0,984
