token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
758-3	TO070	758	chi	chi	linguistic	_	_	_	_	_	_
758-4	TO070	758	la	la	linguistic	_	_	_	_	_	_
758-5	TO070	758	follia	follia	linguistic	_	_	_	_	_	_
758-6	TO070	758	chi	chi	linguistic	_	_	_	_	_	_
758-7	TO070	758	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
758-8	TO070	758	alemanna	alemanna	linguistic	_	_	_	_	_	_
758-9	TO070	758	farai	farai	linguistic	_	_	_	_	_	_
758-10	TO070	758	ballar.	ballar	linguistic	Intonation=Falling	_	_	_	_	_
758-11	TO070	758	((legge))	((legge))	nonverbalbehavior	_	End=2627.802	_	_	_	_
759-0	TO070	759	a::h	ah	linguistic	_	Begin=2627.903	0x2	_	_	_
759-1	TO070	759	la	la	linguistic	_	_	_	_	_	_
759-2	TO070	759	mia	mia	linguistic	_	_	_	_	_	_
759-3	TO070	759	lista	lista	linguistic	_	_	_	_	_	_
759-4	TO070	759	d'	d'	linguistic	SpaceAfter=No	_	_	_	_	_
759-5	TO070	759	una	una	linguistic	_	_	_	_	_	_
759-6	TO070	759	decina	decina	linguistic	_	_	_	_	_	_
759-7	TO070	759	d~	d~	linguistic	Interrupted=Yes	_	_	_	_	_
759-8	TO070	759	((legge))	((legge))	nonverbalbehavior	_	End=2629.747	_	_	_	_
760-0	TO070	760	dovrai	dovrai	linguistic	_	Begin=2629.81	_	_	_	_
760-1	TO070	760	aumen~	aumen~	linguistic	Interrupted=Yes	_	_	_	_	_
760-2	TO070	760	devi	devi	linguistic	_	_	_	_	_	_
760-3	TO070	760	aumentar.	aumentar	linguistic	Intonation=Falling	_	_	_	_	_
760-4	TO070	760	((legge))	((legge))	nonverbalbehavior	_	End=2631.549	_	_	_	_
761-0	TO070	761	d'	d'	linguistic	SpaceAfter=No	Begin=2631.701	_	_	_	_
761-1	TO070	761	una	una	linguistic	_	_	_	_	_	_
761-2	TO070	761	decina	decina	linguistic	_	_	_	_	_	_
761-3	TO070	761	devi	devi	linguistic	_	_	_	_	_	_
761-4	TO070	761	aumentar,	aumentar	linguistic	Intonation=weakly_rising	_	_	_	_	_
761-5	TO070	761	d'	d'	linguistic	SpaceAfter=No	_	_	_	_	_
761-6	TO070	761	una	una	linguistic	_	_	_	_	_	_
761-7	TO070	761	decina	decina	linguistic	_	_	_	_	_	_
761-8	TO070	761	devi	devi	linguistic	_	_	_	_	_	_
761-9	TO070	761	aumentar	aumentar	linguistic	_	_	_	_	_	_
761-10	TO070	761	devi	devi	linguistic	_	_	_	_	_	_
761-11	TO070	761	aumentar	aumentar	linguistic	_	_	_	_	_	_
761-12	TO070	761	devi	devi	linguistic	_	_	_	_	_	_
761-13	TO070	761	aumentar	aumentar	linguistic	_	_	_	_	_	_
761-14	TO070	761	d:vi	dvi	linguistic	_	_	0x1	_	_	_
761-15	TO070	761	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
761-16	TO070	761	devi	devi	linguistic	_	_	_	_	_	_
761-17	TO070	761	aumentar.	aumentar	linguistic	Intonation=Falling	_	_	_	_	_
761-18	TO070	761	((legge))	((legge))	nonverbalbehavior	_	End=2637.865	_	_	_	_
762-0	TO070	762	sentite	sentite	linguistic	_	Begin=2638.27|End=2639.09	_	_	_	_
763-0	TO070	763	quantità	quantità	linguistic	_	Begin=2639.378	_	_	_	_
763-1	TO070	763	spaventosa	spaventosa	linguistic	_	_	_	_	_	_
763-2	TO070	763	di	di	linguistic	_	_	_	_	_	_
763-3	TO070	763	ripetizioni	ripetizioni	linguistic	_	End=2641.937	_	_	_	_
764-0	TO070	764	eh?	eh	linguistic	Intonation=Rising	Begin=2642.006|End=2642.387	_	_	_	_
765-0	TO070	765	che::	che	linguistic	_	Begin=2643.405	2x2	_	_	_
765-1	TO070	765	in	in	linguistic	_	_	_	_	_	_
765-2	TO070	765	fondo	fondo	linguistic	_	_	_	_	_	_
765-3	TO070	765	è	è	linguistic	_	_	_	_	_	_
765-4	TO070	765	un	un	linguistic	_	_	_	_	_	_
765-5	TO070	765	fenomeno	fenomeno	linguistic	_	_	_	_	_	_
765-6	TO070	765	tipico	tipico	linguistic	_	_	_	_	_	_
765-7	TO070	765	dell'	dell'	linguistic	SpaceAfter=No	_	_	_	_	_
765-8	TO070	765	aria.	aria	linguistic	Intonation=Falling	End=2646.775	_	_	_	_
766-0	TO070	766	quello	quello	linguistic	_	Begin=2647.63	_	_	_	_
766-1	TO070	766	di	di	linguistic	_	_	_	_	_	_
766-2	TO070	766	ripetere	ripetere	linguistic	_	End=2649.234	_	_	_	_
767-0	TO070	767	porzioni	porzioni	linguistic	_	Begin=2649.432	_	_	_	_
767-1	TO070	767	di	di	linguistic	_	_	_	_	_	_
767-2	TO070	767	testo.	testo	linguistic	Intonation=Falling	End=2650.756	_	_	_	_
768-0	TO070	768	però,	però	linguistic	Intonation=weakly_rising	Begin=2652.446|End=2652.982	_	_	_	_
769-0	TO070	769	in	in	linguistic	_	Begin=2653.15	_	_	_	_
769-1	TO070	769	genere	genere	linguistic	_	End=2654.135	_	_	_	_
770-0	TO070	770	nella	nella	linguistic	_	Begin=2654.234	_	_	_	_
770-1	TO070	770	distensione::	distensione	linguistic	ProsodicLink=Yes	_	10x2	_	_	_
770-2	TO070	770	emotiva	emotiva	linguistic	_	_	_	_	_	_
770-3	TO070	770	e	e	linguistic	_	_	_	_	_	_
770-4	TO070	770	sentimentale	sentimentale	linguistic	_	_	_	_	_	_
770-5	TO070	770	dell'	dell'	linguistic	SpaceAfter=No	_	_	_	_	_
770-6	TO070	770	aria	aria	linguistic	_	_	_	_	_	_
770-7	TO070	770	>e	e	linguistic	_	_	_	Fast=0-1	_	_
770-8	TO070	770	sentimentale	sentimentale	linguistic	_	_	_	Fast=0-12	_	_
770-9	TO070	770	nel	nel	linguistic	_	_	_	Fast=0-3	_	_
770-10	TO070	770	senso<	senso	linguistic	_	_	_	Fast=0-5	_	_
770-11	TO070	770	che	che	linguistic	_	_	_	_	_	_
770-12	TO070	770	si	si	linguistic	_	_	_	_	_	_
770-13	TO070	770	sofferma	sofferma	linguistic	_	_	_	_	_	_
770-14	TO070	770	su	su	linguistic	_	_	_	_	_	_
770-15	TO070	770	un	un	linguistic	_	_	_	_	_	_
770-16	TO070	770	sentimento	sentimento	linguistic	_	End=2660.883	_	_	_	_
771-0	TO070	771	basta	basta	linguistic	_	Begin=2663.13	_	_	_	_
771-1	TO070	771	tante	tante	linguistic	_	_	_	_	_	_
771-2	TO070	771	volte	volte	linguistic	_	_	_	_	_	_
771-3	TO070	771	ripetere::	ripetere	linguistic	_	_	7x2	_	_	_
771-4	TO070	771	una	una	linguistic	_	_	_	_	_	_
771-5	TO070	771	parola	parola	linguistic	_	End=2666.252	_	_	_	_
772-0	TO070	772	mezzo	mezzo	linguistic	_	Begin=2667.965	_	_	_	_
772-1	TO070	772	verso	verso	linguistic	_	End=2669.335	_	_	_	_
773-0	TO070	773	qui	qui	linguistic	_	Begin=2669.51	_	_	_	_
773-1	TO070	773	invece	invece	linguistic	_	End=2670.441	_	_	_	_
774-0	TO070	774	>intanto	intanto	linguistic	_	Begin=2671.603	_	Fast=0-7	_	_
774-1	TO070	774	i	i	linguistic	_	_	_	Fast=0-1	_	_
774-2	TO070	774	versi	versi	linguistic	_	_	_	Fast=0-5	_	_
774-3	TO070	774	sono	sono	linguistic	_	_	_	Fast=0-4	_	_
774-4	TO070	774	brevi<.	brevi	linguistic	Intonation=Falling	End=2673.03	_	Fast=0-5	_	_
775-0	TO070	775	quindi	quindi	linguistic	_	Begin=2673.896	_	_	_	_
775-1	TO070	775	si	si	linguistic	_	_	_	_	_	_
775-2	TO070	775	possono	possono	linguistic	_	_	_	_	_	_
775-3	TO070	775	ripetere:	ripetere	linguistic	_	End=2675.784	7x1	_	_	_
776-0	TO070	776	voglio	voglio	linguistic	_	Begin=2676.551	_	_	_	_
776-1	TO070	776	dire	dire	linguistic	_	_	_	_	_	_
776-2	TO070	776	eh	eh	linguistic	_	_	_	_	_	_
776-3	TO070	776	e:::h	eh	linguistic	_	_	0x3	_	_	_
776-4	TO070	776	è	è	linguistic	_	_	_	_	_	_
776-5	TO070	776	f~	f~	linguistic	Interrupted=Yes	_	_	_	_	_
776-6	TO070	776	è	è	linguistic	_	_	_	_	_	_
776-7	TO070	776	facile	facile	linguistic	_	_	_	_	_	_
776-8	TO070	776	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
776-9	TO070	776	ripeterli	ripeterli	linguistic	_	_	_	_	_	_
776-10	TO070	776	ecco	ecco	linguistic	_	_	_	_	_	_
776-11	TO070	776	si	si	linguistic	_	_	_	_	_	_
776-12	TO070	776	prestano	prestano	linguistic	_	End=2680.358	_	_	_	_
777-0	TO070	777	e	e	linguistic	_	Begin=2681.91	_	_	_	_
777-1	TO070	777	poi	poi	linguistic	_	_	_	_	_	_
777-2	TO070	777	c'	c'	linguistic	SpaceAfter=No	_	_	_	_	_
777-3	TO070	777	è	è	linguistic	_	_	_	_	_	_
777-4	TO070	777	veramente	veramente	linguistic	_	End=2683.18	_	_	_	_
778-0	TO070	778	una	una	linguistic	_	Begin=2683.341	_	_	_	_
778-1	TO070	778	quantità	quantità	linguistic	_	_	_	_	_	_
778-2	TO070	778	spaventosa	spaventosa	linguistic	_	_	_	_	_	_
778-3	TO070	778	di	di	linguistic	_	_	_	_	_	_
778-4	TO070	778	ripetizioni.	ripetizioni	linguistic	Intonation=Falling	End=2686.248	_	_	_	_
779-0	TO070	779	non	non	linguistic	_	Begin=2686.878	_	_	_	_
779-1	TO070	779	sono	sono	linguistic	_	_	_	_	_	_
779-2	TO070	779	soltanto	soltanto	linguistic	_	_	_	_	_	_
779-3	TO070	779	alcune	alcune	linguistic	_	_	_	_	_	_
779-4	TO070	779	fermate	fermate	linguistic	_	End=2689.393	_	_	_	_
780-0	TO070	780	che	che	linguistic	_	Begin=2689.805	_	_	_	_
780-1	TO070	780	mi	mi	linguistic	_	_	_	_	_	_
780-2	TO070	780	danno	danno	linguistic	_	_	_	_	_	_
780-3	TO070	780	modo	modo	linguistic	_	_	_	_	_	_
780-4	TO070	780	di	di	linguistic	_	_	_	_	_	_
780-5	TO070	780	ocompletare	ocompletare	linguistic	_	_	_	_	_	_
780-6	TO070	780	la	la	linguistic	_	_	_	_	_	_
780-7	TO070	780	melodia	melodia	linguistic	_	End=2692.324	_	_	_	_
781-0	TO070	781	di	di	linguistic	_	Begin=2693.531	_	_	_	_
781-1	TO070	781	sottolineare	sottolineare	linguistic	_	_	_	_	_	_
781-2	TO070	781	una	una	linguistic	_	_	_	_	_	_
781-3	TO070	781	parola	parola	linguistic	_	_	_	_	_	_
781-4	TO070	781	ma	ma	linguistic	_	_	_	_	_	_
781-5	TO070	781	qui,	qui	linguistic	Intonation=weakly_rising	_	_	_	_	_
781-6	TO070	781	>sembra	sembra	linguistic	_	_	_	Fast=0-6	_	_
781-7	TO070	781	quasi	quasi	linguistic	_	_	_	Fast=0-5	_	_
781-8	TO070	781	che	che	linguistic	_	_	_	Fast=0-3	_	_
781-9	TO070	781	lui<	lui	linguistic	_	End=2696.865	_	Fast=0-3	_	_
782-0	TO070	782	sia	sia	linguistic	_	Begin=2696.921	_	_	_	_
782-1	TO070	782	un	un	linguistic	_	_	_	_	_	_
782-2	TO070	782	torrente	torrente	linguistic	_	_	_	_	_	_
782-3	TO070	782	in	in	linguistic	_	_	_	_	_	_
782-4	TO070	782	piena	piena	linguistic	_	_	_	_	_	_
782-5	TO070	782	che	che	linguistic	_	_	_	_	_	_
782-6	TO070	782	non	non	linguistic	_	_	_	_	_	_
782-7	TO070	782	si	si	linguistic	_	_	_	_	_	_
782-8	TO070	782	riesce	riesce	linguistic	_	_	_	_	_	_
782-9	TO070	782	più	più	linguistic	_	_	_	_	_	_
782-10	TO070	782	a	a	linguistic	_	_	_	_	_	_
782-11	TO070	782	fermare.	fermare	linguistic	Intonation=Falling	End=2699.639	_	_	_	_
783-0	TO070	783	quindi	quindi	linguistic	_	Begin=2699.971	_	_	_	_
783-1	TO070	783	diciamo	diciamo	linguistic	_	_	_	_	_	_
783-2	TO070	783	queste	queste	linguistic	_	_	_	_	_	_
783-3	TO070	783	ripetizioni	ripetizioni	linguistic	_	_	_	_	_	_
783-4	TO070	783	sono	sono	linguistic	_	_	_	_	_	_
783-5	TO070	783	funzionali	funzionali	linguistic	_	End=2703.116	_	_	_	_
784-0	TO070	784	a	a	linguistic	_	Begin=2703.493	_	_	_	_
784-1	TO070	784	descrivere	descrivere	linguistic	_	_	_	_	_	_
784-2	TO070	784	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
784-3	TO070	784	il	il	linguistic	_	_	_	_	_	_
784-4	TO070	784	carattere	carattere	linguistic	_	_	_	_	_	_
784-5	TO070	784	di	di	linguistic	_	End=2705.919	_	_	_	_
785-0	TO070	785	>di	di	linguistic	_	Begin=2706.186	_	Fast=0-2	_	_
785-1	TO070	785	don	don	linguistic	_	_	_	Fast=0-3	_	_
785-2	TO070	785	giovanni.	giovanni	linguistic	Intonation=Falling	_	_	Fast=0-8	_	_
785-3	TO070	785	il	il	linguistic	_	_	_	Fast=0-2	_	_
785-4	TO070	785	carattere	carattere	linguistic	_	_	_	Fast=0-9	_	_
785-5	TO070	785	di	di	linguistic	_	_	_	Fast=0-2	_	_
785-6	TO070	785	chi	chi	linguistic	_	_	_	Fast=0-3	_	_
785-7	TO070	785	sta	sta	linguistic	_	_	_	Fast=0-3	_	_
785-8	TO070	785	cantando	cantando	linguistic	_	_	_	Fast=0-8	_	_
785-9	TO070	785	in	in	linguistic	_	_	_	Fast=0-2	_	_
785-10	TO070	785	quel	quel	linguistic	_	_	_	Fast=0-4	_	_
785-11	TO070	785	momento<.	momento	linguistic	Intonation=Falling	End=2709.117	_	Fast=0-7	_	_
786-0	TO070	786	va	va	linguistic	_	Begin=2709.486	_	_	_	_
786-1	TO070	786	bene	bene	linguistic	_	End=2710.288	_	_	_	_
787-0	TO070	787	come	come	linguistic	_	Begin=2710.747	_	_	_	_
787-1	TO070	787	se	se	linguistic	_	_	_	_	_	_
787-2	TO070	787	fosse	fosse	linguistic	_	_	_	_	_	_
787-3	TO070	787	proprio	proprio	linguistic	_	_	_	_	_	_
787-4	TO070	787	preso	preso	linguistic	_	End=2712.324	_	_	_	_
788-0	TO070	788	da	da	linguistic	_	Begin=2712.595	_	_	_	_
788-1	TO070	788	una	una	linguistic	_	_	_	_	_	_
788-2	TO070	788	vertigine.	vertigine	linguistic	Intonation=Falling	End=2713.802	_	_	_	_
789-0	TO070	789	e::h	eh	linguistic	ProsodicLink=Yes	Begin=2715.306	0x2	_	_	_
789-1	TO070	789	m::h	mh	linguistic	_	End=2716.54	0x2	_	_	_
790-0	TO070	790	poi	poi	linguistic	_	Begin=2725.081	_	_	_	_
790-1	TO070	790	vi	vi	linguistic	_	_	_	_	_	_
790-2	TO070	790	faccio	faccio	linguistic	_	_	_	_	_	_
790-3	TO070	790	notare	notare	linguistic	_	_	_	_	_	_
790-4	TO070	790	ancora	ancora	linguistic	_	_	_	_	_	_
790-5	TO070	790	una	una	linguistic	_	_	_	_	_	_
790-6	TO070	790	cosa	cosa	linguistic	_	_	_	_	_	_
790-7	TO070	790	>perché	perché	linguistic	_	_	_	Fast=0-6	_	_
790-8	TO070	790	qui	qui	linguistic	_	_	_	Fast=0-3	_	_
790-9	TO070	790	poi<	poi	linguistic	_	_	_	Fast=0-3	_	_
790-10	TO070	790	nella	nella	linguistic	_	_	_	_	_	_
790-11	TO070	790	rapidità	rapidità	linguistic	_	_	_	_	_	_
790-12	TO070	790	uno	uno	linguistic	_	_	_	_	_	_
790-13	TO070	790	quasi	quasi	linguistic	_	_	_	_	_	_
790-14	TO070	790	non	non	linguistic	_	_	_	_	_	_
790-15	TO070	790	nota	nota	linguistic	_	_	_	_	_	_
790-16	TO070	790	i	i	linguistic	_	_	_	_	_	_
790-17	TO070	790	particolari	particolari	linguistic	_	End=2730.291	_	_	_	_
791-0	TO070	791	e:::h	eh	linguistic	ProsodicLink=Yes	Begin=2730.751	0x3	_	_	_
791-1	TO070	791	m:::h	mh	linguistic	_	End=2732.295	0x3	_	_	_
792-0	TO070	792	((si_schiarisce_la_voce))	((si_schiarisce_la_voce))	nonverbalbehavior	_	Begin=2732.351|End=2732.612	_	_	_	_
793-0	TO070	793	teco	teco	linguistic	_	Begin=2732.673	_	_	_	_
793-1	TO070	793	ancor	ancor	linguistic	_	_	_	_	_	_
793-2	TO070	793	quella	quella	linguistic	_	_	_	_	_	_
793-3	TO070	793	cerca	cerca	linguistic	_	_	_	_	_	_
793-4	TO070	793	menare,	menare	linguistic	Intonation=weakly_rising	End=2734.713	_	_	_	_
794-0	TO070	794	(uf~)	uf~	linguistic	Interrupted=Yes	Begin=2741.866	_	_	0-3(0)	_
794-1	TO070	794	e::::h	eh	linguistic	_	_	0x4	_	_	_
794-2	TO070	794	per	per	linguistic	_	_	_	_	_	_
794-3	TO070	794	esempio	esempio	linguistic	_	_	_	_	_	_
794-4	TO070	794	quando	quando	linguistic	_	_	_	_	_	_
794-5	TO070	794	lui	lui	linguistic	_	_	_	_	_	_
794-6	TO070	794	canta	canta	linguistic	_	_	_	_	_	_
794-7	TO070	794	ed	ed	linguistic	_	_	_	_	_	_
794-8	TO070	794	io	io	linguistic	_	_	_	_	_	_
794-9	TO070	794	frattanto	frattanto	linguistic	_	_	_	_	_	_
794-10	TO070	794	dall'	dall'	linguistic	SpaceAfter=No	_	_	_	_	_
794-11	TO070	794	altro	altro	linguistic	_	_	_	_	_	_
794-12	TO070	794	canto	canto	linguistic	_	End=2746.549	_	_	_	_
795-0	TO070	795	dunque	dunque	linguistic	_	Begin=2746.729	_	_	_	_
795-1	TO070	795	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
795-2	TO070	795	eh	eh	linguistic	_	End=2747.937	_	_	_	_
796-0	TO070	796	qua	qua	linguistic	_	Begin=2750.013	_	_	_	_
796-1	TO070	796	siamo	siamo	linguistic	_	End=2751.036	_	_	_	_
797-0	TO070	797	((suona_il_pianoforte))	((suona_il_pianoforte))	nonverbalbehavior	_	Begin=2751.181|End=2752.275	_	_	_	_
798-0	TO070	798	sentite	sentite	linguistic	_	Begin=2760.036	_	_	_	_
798-1	TO070	798	invece	invece	linguistic	_	_	_	_	_	_
798-2	TO070	798	come	come	linguistic	_	_	_	_	_	_
798-3	TO070	798	canta	canta	linguistic	_	_	_	_	_	_
798-4	TO070	798	ed	ed	linguistic	_	_	_	_	_	_
798-5	TO070	798	io	io	linguistic	_	_	_	_	_	_
798-6	TO070	798	frattanto	frattanto	linguistic	_	End=2762.225	_	_	_	_
799-0	TO070	799	((suona_il_pianoforte))	((suona_il_pianoforte))	nonverbalbehavior	_	Begin=2762.705|End=2764.066	_	_	_	_
800-0	TO070	800	e	e	linguistic	_	Begin=2777.395	_	_	_	_
800-1	TO070	800	questo	questo	linguistic	_	_	_	_	_	_
800-2	TO070	800	((suona_il_pianoforte))	((suona_il_pianoforte))	nonverbalbehavior	_	_	_	_	_	_
800-3	TO070	800	è	è	linguistic	_	End=2778.844	_	_	_	_
801-0	TO070	801	(a)desso:	adesso	linguistic	_	Begin=2780.306	5x1	_	0-1(0)	_
801-1	TO070	801	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
801-2	TO070	801	sì	sì	linguistic	_	_	_	_	_	_
801-3	TO070	801	se	se	linguistic	_	_	_	_	_	_
801-4	TO070	801	vi	vi	linguistic	_	_	_	_	_	_
801-5	TO070	801	sembra	sembra	linguistic	_	_	_	_	_	_
801-6	TO070	801	difficile	difficile	linguistic	_	_	_	_	_	_
801-7	TO070	801	ditemelo	ditemelo	linguistic	_	End=2783.261	_	_	_	_
802-0	TO070	802	però:	però	linguistic	_	Begin=2783.505	3x1	_	_	_
802-1	TO070	802	vede~	vede~	linguistic	Interrupted=Yes	_	_	_	_	_
802-2	TO070	802	lui::	lui	linguistic	_	_	2x2	_	_	_
802-3	TO070	802	comincia	comincia	linguistic	_	_	_	_	_	_
802-4	TO070	802	con	con	linguistic	_	_	_	_	_	_
802-5	TO070	802	((suona_il_pianoforte))	((suona_il_pianoforte))	nonverbalbehavior	_	End=2785.666	_	_	_	_
803-0	TO070	803	questa	questa	linguistic	_	Begin=2789.646	_	_	_	_
803-1	TO070	803	parte	parte	linguistic	_	_	_	_	_	_
803-2	TO070	803	qui	qui	linguistic	_	_	_	_	_	_
803-3	TO070	803	la	la	linguistic	_	_	_	_	_	_
803-4	TO070	803	canta	canta	linguistic	_	_	_	_	_	_
803-5	TO070	803	cam~	cam~	linguistic	Interrupted=Yes	_	_	_	_	_
803-6	TO070	803	((suona_il_pianoforte))	((suona_il_pianoforte))	nonverbalbehavior	_	_	_	_	_	_
803-7	TO070	803	cambiando	cambiando	linguistic	_	_	_	_	_	_
803-8	TO070	803	tonalità	tonalità	linguistic	_	_	_	_	_	_
803-9	TO070	803	scurendo	scurendo	linguistic	_	_	_	_	_	_
803-10	TO070	803	la	la	linguistic	_	_	_	_	_	_
803-11	TO070	803	tonalità	tonalità	linguistic	_	_	_	_	_	_
803-12	TO070	803	se	se	linguistic	_	_	_	_	_	_
803-13	TO070	803	prima	prima	linguistic	_	_	_	_	_	_
803-14	TO070	803	era	era	linguistic	_	_	_	_	_	_
803-15	TO070	803	((suona_il_pianoforte))	((suona_il_pianoforte))	nonverbalbehavior	_	End=2795.135	_	_	_	_
804-0	TO070	804	tutte	tutte	linguistic	_	Begin=2795.171	_	_	_	_
804-1	TO070	804	le	le	linguistic	_	_	_	_	_	_
804-2	TO070	804	tonalità	tonalità	linguistic	_	_	_	_	_	_
804-3	TO070	804	sono	sono	linguistic	_	_	_	_	_	_
804-4	TO070	804	appaiate	appaiate	linguistic	_	_	_	_	_	_
804-5	TO070	804	tutte	tutte	linguistic	_	_	_	_	_	_
804-6	TO070	804	le	le	linguistic	_	_	_	_	_	_
804-7	TO070	804	tonalità	tonalità	linguistic	_	_	_	_	_	_
804-8	TO070	804	sono	sono	linguistic	_	_	_	_	_	_
804-9	TO070	804	appaiate	appaiate	linguistic	_	End=2797.414	_	_	_	_
805-0	TO070	805	maggiore	maggiore	linguistic	_	Begin=2797.504	_	_	_	_
805-1	TO070	805	o	o	linguistic	_	_	_	_	_	_
805-2	TO070	805	minore.	minore	linguistic	Intonation=Falling	_	_	_	_	_
805-3	TO070	805	maggiore	maggiore	linguistic	_	_	_	_	_	_
805-4	TO070	805	o	o	linguistic	_	_	_	_	_	_
805-5	TO070	805	minore	minore	linguistic	_	End=2799.838	_	_	_	_
806-0	TO070	806	eh	eh	linguistic	_	Begin=2799.919	_	_	_	_
806-1	TO070	806	quindi	quindi	linguistic	_	_	_	_	_	_
806-2	TO070	806	io	io	linguistic	_	End=2800.675	_	_	_	_
807-0	TO070	807	partendo	partendo	linguistic	_	Begin=2800.72	_	_	_	_
807-1	TO070	807	da	da	linguistic	_	_	_	_	_	_
807-2	TO070	807	ogni	ogni	linguistic	_	_	_	_	_	_
807-3	TO070	807	nota	nota	linguistic	_	_	_	_	_	_
807-4	TO070	807	posso	posso	linguistic	_	_	_	_	_	_
807-5	TO070	807	avere	avere	linguistic	_	_	_	_	_	_
807-6	TO070	807	una	una	linguistic	_	_	_	_	_	_
807-7	TO070	807	tonalità	tonalità	linguistic	_	_	_	_	_	_
807-8	TO070	807	maggiore	maggiore	linguistic	_	End=2803.802	_	_	_	_
808-0	TO070	808	((suona_il_pianoforte))	((suona_il_pianoforte))	nonverbalbehavior	_	Begin=2803.85|End=2804.921	_	_	_	_
809-0	TO070	809	oppure	oppure	linguistic	_	Begin=2808.43	_	_	_	_
809-1	TO070	809	una	una	linguistic	_	_	_	_	_	_
809-2	TO070	809	tonalità	tonalità	linguistic	_	End=2809.892	_	_	_	_
810-0	TO070	810	minore	minore	linguistic	_	Begin=2810.423	_	_	_	_
810-1	TO070	810	che	che	linguistic	_	_	_	_	_	_
810-2	TO070	810	cambia	cambia	linguistic	_	_	_	_	_	_
810-3	TO070	810	((suona_il_pianoforte))	((suona_il_pianoforte))	nonverbalbehavior	_	_	_	_	_	_
810-4	TO070	810	soltanto	soltanto	linguistic	_	_	_	_	_	_
810-5	TO070	810	per	per	linguistic	_	_	_	_	_	_
810-6	TO070	810	una	una	linguistic	_	_	_	_	_	_
810-7	TO070	810	nota	nota	linguistic	_	End=2813.531	_	_	_	_
811-0	TO070	811	((suona_il_pianoforte))	((suona_il_pianoforte))	nonverbalbehavior	_	Begin=2813.575|End=2814.519	_	_	_	_
812-0	TO070	812	questo	questo	linguistic	_	Begin=2826.53	_	_	_	_
812-1	TO070	812	è	è	linguistic	_	_	_	_	_	_
812-2	TO070	812	il	il	linguistic	_	_	_	_	_	_
812-3	TO070	812	maggiore,	maggiore	linguistic	Intonation=weakly_rising	_	_	_	_	_
812-4	TO070	812	((suona_il_pianoforte))	((suona_il_pianoforte))	nonverbalbehavior	_	End=2828.414	_	_	_	_
813-0	TO070	813	((suona_il_pianoforte))	((suona_il_pianoforte))	nonverbalbehavior	_	Begin=2828.671	_	_	_	_
813-1	TO070	813	questo	questo	linguistic	_	_	_	_	_	_
813-2	TO070	813	è	è	linguistic	_	_	_	_	_	_
813-3	TO070	813	il	il	linguistic	_	_	_	_	_	_
813-4	TO070	813	minore.	minore	linguistic	Intonation=Falling	_	_	_	_	_
813-5	TO070	813	((suona_il_pianoforte))	((suona_il_pianoforte))	nonverbalbehavior	_	End=2830.082	_	_	_	_
814-0	TO070	814	mh	mh	linguistic	_	Begin=2835.661	_	_	_	_
814-1	TO070	814	((si_schiarisce_la_voce))	((si_schiarisce_la_voce))	nonverbalbehavior	_	End=2836.576	_	_	_	_
815-0	TO070	815	sono	sono	linguistic	_	Begin=2836.646	_	_	_	_
815-1	TO070	815	cose	cose	linguistic	_	_	_	_	_	_
815-2	TO070	815	che	che	linguistic	_	_	_	_	_	_
815-3	TO070	815	poi	poi	linguistic	_	_	_	_	_	_
815-4	TO070	815	durante	durante	linguistic	_	_	_	_	_	_
815-5	TO070	815	il	il	linguistic	_	_	_	_	_	_
815-6	TO070	815	corso::	corso	linguistic	_	_	4x2	_	_	_
815-7	TO070	815	>cerco	cerco	linguistic	_	_	_	Fast=0-5	_	_
815-8	TO070	815	di	di	linguistic	_	_	_	Fast=0-2	_	_
815-9	TO070	815	farvi	farvi	linguistic	_	_	_	Fast=0-5	_	_
815-10	TO070	815	sentire	sentire	linguistic	_	_	_	Fast=0-7	_	_
815-11	TO070	815	non	non	linguistic	_	_	_	Fast=0-3	_	_
815-12	TO070	815	ve	ve	linguistic	_	_	_	Fast=0-2	_	_
815-13	TO070	815	le	le	linguistic	_	_	_	Fast=0-2	_	_
815-14	TO070	815	chiedo	chiedo	linguistic	_	_	_	Fast=0-6	_	_
815-15	TO070	815	all'	all'	linguistic	SpaceAfter=No	_	_	Fast=0-4	_	_
815-16	TO070	815	esame<	esame	linguistic	_	_	_	Fast=0-5	_	_
815-17	TO070	815	però	però	linguistic	_	_	_	_	_	_
815-18	TO070	815	mi	mi	linguistic	_	_	_	_	_	_
815-19	TO070	815	piace	piace	linguistic	_	_	_	_	_	_
815-20	TO070	815	che	che	linguistic	_	_	_	_	_	_
815-21	TO070	815	((ride))	((ride))	nonverbalbehavior	_	End=2842.144	_	_	_	_
816-0	TO070	816	che	che	linguistic	_	Begin=2842.24	_	_	_	_
816-1	TO070	816	vi	vi	linguistic	_	_	_	_	_	_
816-2	TO070	816	abituate	abituate	linguistic	_	_	_	_	_	_
816-3	TO070	816	voi	voi	linguistic	_	_	_	_	_	_
