token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
187-5	TO070	187	fido	fido	linguistic	_	_	_	Fast=0-4	_	_
187-6	TO070	187	a	a	linguistic	_	_	_	Fast=0-1	_	_
187-7	TO070	187	togliere	togliere	linguistic	_	_	_	Fast=0-8	_	_
187-8	TO070	187	tutti	tutti	linguistic	_	_	_	Fast=0-5	_	_
187-9	TO070	187	i	i	linguistic	_	_	_	Fast=0-1	_	_
187-10	TO070	187	coperchi	coperchi	linguistic	_	_	_	Fast=0-8	_	_
187-11	TO070	187	del	del	linguistic	_	_	_	Fast=0-3	_	_
187-12	TO070	187	pianoforte	pianoforte	linguistic	_	_	_	Fast=0-10	_	_
187-13	TO070	187	perché	perché	linguistic	_	_	_	Fast=0-6	_	_
187-14	TO070	187	non	non	linguistic	_	_	_	Fast=0-3	_	_
187-15	TO070	187	so	so	linguistic	_	_	_	Fast=0-2	_	_
187-16	TO070	187	se	se	linguistic	_	_	_	Fast=0-2	_	_
187-17	TO070	187	poi	poi	linguistic	_	_	_	Fast=0-3	_	_
187-18	TO070	187	li	li	linguistic	_	_	_	Fast=0-2	_	_
187-19	TO070	187	so	so	linguistic	_	_	_	Fast=0-2	_	_
187-20	TO070	187	rimettere<	rimettere	linguistic	_	End=558.0	_	Fast=0-9	_	_
188-0	TO070	188	>comunque	comunque	linguistic	_	Begin=558.285	_	Fast=0-8	_	_
188-1	TO070	188	insomma<	insomma	linguistic	_	_	_	Fast=0-7	_	_
188-2	TO070	188	ogni	ogni	linguistic	_	_	_	_	_	_
188-3	TO070	188	corda	corda	linguistic	_	_	_	_	_	_
188-4	TO070	188	ha	ha	linguistic	_	_	_	_	_	_
188-5	TO070	188	uno	uno	linguistic	_	_	_	_	_	_
188-6	TO070	188	smorzatore	smorzatore	linguistic	_	End=561.2	_	_	_	_
189-0	TO070	189	che	che	linguistic	_	Begin=561.523	_	_	_	_
189-1	TO070	189	fa	fa	linguistic	_	_	_	_	_	_
189-2	TO070	189	sì	sì	linguistic	_	_	_	_	_	_
189-3	TO070	189	che	che	linguistic	_	_	_	_	_	_
189-4	TO070	189	quando	quando	linguistic	_	_	_	_	_	_
189-5	TO070	189	io	io	linguistic	_	_	_	_	_	_
189-6	TO070	189	suono	suono	linguistic	_	_	_	_	_	_
189-7	TO070	189	un	un	linguistic	_	_	_	_	_	_
189-8	TO070	189	do	do	linguistic	_	_	_	_	_	_
189-9	TO070	189	non	non	linguistic	_	_	_	_	_	_
189-10	TO070	189	si	si	linguistic	_	_	_	_	_	_
189-11	TO070	189	mette	mette	linguistic	_	_	_	_	_	_
189-12	TO070	189	in	in	linguistic	_	_	_	_	_	_
189-13	TO070	189	vibrazione	vibrazione	linguistic	_	_	_	_	_	_
189-14	TO070	189	anche	anche	linguistic	_	_	_	_	_	_
189-15	TO070	189	il	il	linguistic	_	_	_	_	_	_
189-16	TO070	189	re	re	linguistic	_	_	_	_	_	_
189-17	TO070	189	il	il	linguistic	_	_	_	_	_	_
189-18	TO070	189	si	si	linguistic	_	_	_	_	_	_
189-19	TO070	189	tutte	tutte	linguistic	_	_	_	_	_	_
189-20	TO070	189	le	le	linguistic	_	_	_	_	_	_
189-21	TO070	189	note	note	linguistic	_	_	_	_	_	_
189-22	TO070	189	che	che	linguistic	_	_	_	_	_	_
189-23	TO070	189	sono	sono	linguistic	_	_	_	_	_	_
189-24	TO070	189	vicine.	vicine	linguistic	Intonation=Falling	End=567.338	_	_	_	_
190-0	TO070	190	se	se	linguistic	_	Begin=567.78	_	_	_	_
190-1	TO070	190	noi	noi	linguistic	_	_	_	_	_	_
190-2	TO070	190	togliamo	togliamo	linguistic	_	_	_	_	_	_
190-3	TO070	190	tutti	tutti	linguistic	_	_	_	_	_	_
190-4	TO070	190	gli	gli	linguistic	_	_	_	_	_	_
190-5	TO070	190	smorzatori	smorzatori	linguistic	_	_	_	_	_	_
190-6	TO070	190	invece	invece	linguistic	_	End=570.475	_	_	_	_
191-0	TO070	191	tutta	tutta	linguistic	_	Begin=571.511	_	_	_	_
191-1	TO070	191	la:	la	linguistic	_	End=572.535	1x1	_	_	_
192-0	TO070	192	tutta	tutta	linguistic	_	Begin=572.966	_	_	_	_
192-1	TO070	192	la	la	linguistic	_	_	_	_	_	_
192-2	TO070	192	cordiera	cordiera	linguistic	_	_	_	_	_	_
192-3	TO070	192	vibra.	vibra	linguistic	Intonation=Falling	End=574.64	_	_	_	_
193-0	TO070	193	e	e	linguistic	_	Begin=575.616	_	_	_	_
193-1	TO070	193	oltretutto	oltretutto	linguistic	_	_	_	_	_	_
193-2	TO070	193	togliendo	togliendo	linguistic	_	_	_	_	_	_
193-3	TO070	193	gli	gli	linguistic	_	_	_	_	_	_
193-4	TO070	193	smorzatori	smorzatori	linguistic	_	_	_	_	_	_
193-5	TO070	193	non	non	linguistic	_	_	_	_	_	_
193-6	TO070	193	c'	c'	linguistic	SpaceAfter=No	_	_	_	_	_
193-7	TO070	193	è	è	linguistic	_	_	_	_	_	_
193-8	TO070	193	più	più	linguistic	_	_	_	_	_	_
193-9	TO070	193	nulla	nulla	linguistic	_	End=578.8	_	_	_	_
194-0	TO070	194	mh	mh	linguistic	_	Begin=579.081	_	_	_	_
194-1	TO070	194	che	che	linguistic	_	_	_	_	_	_
194-2	TO070	194	e::h	eh	linguistic	ProsodicLink=Yes	_	0x2	_	_	_
194-3	TO070	194	mh	mh	linguistic	_	_	_	_	_	_
194-4	TO070	194	riporti	riporti	linguistic	_	_	_	_	_	_
194-5	TO070	194	la	la	linguistic	_	_	_	_	_	_
194-6	TO070	194	m:h	mh	linguistic	_	End=582.21	0x1	_	_	_
195-0	TO070	195	eh	eh	linguistic	_	Begin=582.748	_	_	_	_
195-1	TO070	195	eh	eh	linguistic	_	_	_	_	_	_
195-2	TO070	195	che	che	linguistic	_	_	_	_	_	_
195-3	TO070	195	fre~	fre~	linguistic	Interrupted=Yes	_	_	_	_	_
195-4	TO070	195	che	che	linguistic	_	_	_	_	_	_
195-5	TO070	195	fermi	fermi	linguistic	_	_	_	_	_	_
195-6	TO070	195	>la	la	linguistic	_	_	_	Fast=0-2	_	_
195-7	TO070	195	vibrazione	vibrazione	linguistic	_	_	_	Fast=0-10	_	_
195-8	TO070	195	della	della	linguistic	_	_	_	Fast=0-5	_	_
195-9	TO070	195	corda	corda	linguistic	_	_	_	Fast=0-5	_	_
195-10	TO070	195	che	che	linguistic	_	_	_	Fast=0-3	_	_
195-11	TO070	195	io	io	linguistic	_	_	_	Fast=0-2	_	_
195-12	TO070	195	ho	ho	linguistic	_	_	_	Fast=0-2	_	_
195-13	TO070	195	suonato<.	suonato	linguistic	Intonation=Falling	End=586.538	_	Fast=0-7	_	_
196-0	TO070	196	e	e	linguistic	_	Begin=586.946	_	_	_	_
196-1	TO070	196	quindi	quindi	linguistic	_	_	_	_	_	_
196-2	TO070	196	il	il	linguistic	_	_	_	_	_	_
196-3	TO070	196	risultato	risultato	linguistic	_	_	_	_	_	_
196-4	TO070	196	è	è	linguistic	_	End=588.81	_	_	_	_
197-0	TO070	197	uno	uno	linguistic	_	Begin=589.226|End=589.792	_	_	_	_
198-0	TO070	198	che	che	linguistic	_	Begin=589.837	_	_	_	_
198-1	TO070	198	la	la	linguistic	_	_	_	_	_	_
198-2	TO070	198	corda	corda	linguistic	_	_	_	_	_	_
198-3	TO070	198	vibra	vibra	linguistic	_	_	_	_	_	_
198-4	TO070	198	più	più	linguistic	_	_	_	_	_	_
198-5	TO070	198	a	a	linguistic	_	_	_	_	_	_
198-6	TO070	198	lungo.	lungo	linguistic	Intonation=Falling	End=591.45	_	_	_	_
199-0	TO070	199	e	e	linguistic	_	Begin=592.041	_	_	_	_
199-1	TO070	199	che	che	linguistic	_	_	_	_	_	_
199-2	TO070	199	non	non	linguistic	_	_	_	_	_	_
199-3	TO070	199	soltanto	soltanto	linguistic	_	_	_	_	_	_
199-4	TO070	199	il	il	linguistic	_	_	_	_	_	_
199-5	TO070	199	martelletto	martelletto	linguistic	_	_	_	_	_	_
199-6	TO070	199	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
199-7	TO070	199	la	la	linguistic	_	_	_	_	_	_
199-8	TO070	199	percuote	percuote	linguistic	_	_	_	_	_	_
199-9	TO070	199	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
199-10	TO070	199	e	e	linguistic	_	_	_	_	_	_
199-11	TO070	199	poi	poi	linguistic	_	_	_	_	_	_
199-12	TO070	199	torna	torna	linguistic	_	_	_	_	_	_
199-13	TO070	199	indietro.	indietro	linguistic	Intonation=Falling	End=595.89	_	_	_	_
200-0	TO070	200	ma	ma	linguistic	_	Begin=596.63	_	_	_	_
200-1	TO070	200	gli	gli	linguistic	_	_	_	_	_	_
200-2	TO070	200	smorzatori	smorzatori	linguistic	_	_	_	_	_	_
200-3	TO070	200	non	non	linguistic	_	_	_	_	_	_
200-4	TO070	200	tornano	tornano	linguistic	_	_	_	_	_	_
200-5	TO070	200	più	più	linguistic	_	_	_	_	_	_
200-6	TO070	200	al	al	linguistic	_	_	_	_	_	_
200-7	TO070	200	loro	loro	linguistic	_	_	_	_	_	_
200-8	TO070	200	posto.	posto	linguistic	Intonation=Falling	End=599.19	_	_	_	_
201-0	TO070	201	e	e	linguistic	_	Begin=599.77	_	_	_	_
201-1	TO070	201	per	per	linguistic	_	_	_	_	_	_
201-2	TO070	201	giunta	giunta	linguistic	_	_	_	_	_	_
201-3	TO070	201	c'	c'	linguistic	SpaceAfter=No	_	_	_	_	_
201-4	TO070	201	è	è	linguistic	_	_	_	_	_	_
201-5	TO070	201	tutta	tutta	linguistic	_	_	_	_	_	_
201-6	TO070	201	la	la	linguistic	_	_	_	_	_	_
201-7	TO070	201	cassa	cassa	linguistic	_	_	_	_	_	_
201-8	TO070	201	di	di	linguistic	_	_	_	_	_	_
201-9	TO070	201	risonanza	risonanza	linguistic	_	_	_	_	_	_
201-10	TO070	201	che	che	linguistic	_	_	_	_	_	_
201-11	TO070	201	vibra	vibra	linguistic	_	_	_	_	_	_
201-12	TO070	201	per	per	linguistic	_	_	_	_	_	_
201-13	TO070	201	simpatia.	simpatia	linguistic	Intonation=Falling	End=603.8	_	_	_	_
202-0	TO070	202	di	di	linguistic	_	Begin=603.981	_	_	_	_
202-1	TO070	202	conseguenza	conseguenza	linguistic	_	End=605.04	_	_	_	_
203-0	TO070	203	il	il	linguistic	_	Begin=605.311	_	_	_	_
203-1	TO070	203	suono	suono	linguistic	_	_	_	_	_	_
203-2	TO070	203	che	che	linguistic	_	_	_	_	_	_
203-3	TO070	203	sarebbe	sarebbe	linguistic	_	_	_	_	_	_
203-4	TO070	203	già	già	linguistic	_	_	_	_	_	_
203-5	TO070	203	più	più	linguistic	_	_	_	_	_	_
203-6	TO070	203	prolungato	prolungato	linguistic	_	_	_	_	_	_
203-7	TO070	203	per	per	linguistic	_	_	_	_	_	_
203-8	TO070	203	questa	questa	linguistic	_	End=608.108	_	_	_	_
204-0	TO070	204	tecnica	tecnica	linguistic	_	Begin=608.135	_	_	_	_
204-1	TO070	204	appunto	appunto	linguistic	_	_	_	_	_	_
204-2	TO070	204	del	del	linguistic	_	_	_	_	_	_
204-3	TO070	204	martelletto	martelletto	linguistic	_	_	_	_	_	_
204-4	TO070	204	che	che	linguistic	_	_	_	_	_	_
204-5	TO070	204	torna	torna	linguistic	_	_	_	_	_	_
204-6	TO070	204	indietro,	indietro	linguistic	Intonation=weakly_rising	End=610.9	_	_	_	_
205-0	TO070	205	si	si	linguistic	_	Begin=611.39	_	_	_	_
205-1	TO070	205	può	può	linguistic	_	_	_	_	_	_
205-2	TO070	205	prolungare	prolungare	linguistic	_	_	_	_	_	_
205-3	TO070	205	ulteriormente	ulteriormente	linguistic	_	_	_	_	_	_
205-4	TO070	205	con	con	linguistic	_	_	_	_	_	_
205-5	TO070	205	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
205-6	TO070	205	uso	uso	linguistic	_	_	_	_	_	_
205-7	TO070	205	del	del	linguistic	_	_	_	_	_	_
205-8	TO070	205	pedale	pedale	linguistic	_	_	_	_	_	_
205-9	TO070	205	di	di	linguistic	_	_	_	_	_	_
205-10	TO070	205	risonanza.	risonanza	linguistic	Intonation=Falling	End=614.771	_	_	_	_
206-0	TO070	206	e	e	linguistic	_	Begin=615.205	_	_	_	_
206-1	TO070	206	quindi	quindi	linguistic	_	_	_	_	_	_
206-2	TO070	206	insomma	insomma	linguistic	_	_	_	_	_	_
206-3	TO070	206	il	il	linguistic	_	_	_	_	_	_
206-4	TO070	206	pe~	pe~	linguistic	Interrupted=Yes	_	_	_	_	_
206-5	TO070	206	il:	il	linguistic	_	_	1x1	_	_	_
206-6	TO070	206	pianoforte	pianoforte	linguistic	_	End=617.59	_	_	_	_
207-0	TO070	207	è	è	linguistic	_	Begin=618.812	_	_	_	_
207-1	TO070	207	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
207-2	TO070	207	uno	uno	linguistic	_	_	_	_	_	_
207-3	TO070	207	strumento	strumento	linguistic	_	End=620.414	_	_	_	_
208-0	TO070	208	agevolato	agevolato	linguistic	_	Begin=620.621	_	_	_	_
208-1	TO070	208	nel	nel	linguistic	_	_	_	_	_	_
208-2	TO070	208	produrre	produrre	linguistic	_	_	_	_	_	_
208-3	TO070	208	suoni::	suoni	linguistic	_	End=622.88	4x2	_	_	_
209-0	TO070	209	suoni	suoni	linguistic	_	Begin=623.065	_	_	_	_
209-1	TO070	209	lunghi	lunghi	linguistic	_	End=623.98	_	_	_	_
210-0	TO070	210	eh	eh	linguistic	_	Begin=624.136	_	_	_	_
210-1	TO070	210	suoni	suoni	linguistic	_	_	_	_	_	_
210-2	TO070	210	di	di	linguistic	_	_	_	_	_	_
210-3	TO070	210	lunga	lunga	linguistic	_	_	_	_	_	_
210-4	TO070	210	durata	durata	linguistic	_	End=625.75	_	_	_	_
211-0	TO070	211	mentre	mentre	linguistic	_	Begin=627.311	_	_	_	_
211-1	TO070	211	il	il	linguistic	_	_	_	_	_	_
211-2	TO070	211	clavicembalo	clavicembalo	linguistic	_	_	_	_	_	_
211-3	TO070	211	era	era	linguistic	_	_	_	_	_	_
211-4	TO070	211	>costretto	costretto	linguistic	_	_	_	Fast=0-9	_	_
211-5	TO070	211	a	a	linguistic	_	_	_	Fast=0-1	_	_
211-6	TO070	211	fare	fare	linguistic	_	_	_	Fast=0-4	_	_
211-7	TO070	211	molte	molte	linguistic	_	_	_	Fast=0-5	_	_
211-8	TO070	211	ornamentazioni<	ornamentazioni	linguistic	_	_	_	Fast=0-14	_	_
211-9	TO070	211	si	si	linguistic	_	_	_	_	_	_
211-10	TO070	211	doveva	doveva	linguistic	_	_	_	_	_	_
211-11	TO070	211	accompagnare	accompagnare	linguistic	_	_	_	_	_	_
211-12	TO070	211	ad	ad	linguistic	_	_	_	_	_	_
211-13	TO070	211	esempio	esempio	linguistic	_	_	_	_	_	_
211-14	TO070	211	una	una	linguistic	_	_	_	_	_	_
211-15	TO070	211	nota	nota	linguistic	_	End=633.09	_	_	_	_
212-0	TO070	212	>il	il	linguistic	_	Begin=633.37	_	Fast=0-2	_	_
212-1	TO070	212	cantante	cantante	linguistic	_	_	_	Fast=0-8	_	_
212-2	TO070	212	naturalmente	naturalmente	linguistic	_	_	_	Fast=0-12	_	_
212-3	TO070	212	come	come	linguistic	_	_	_	Fast=0-4	_	_
212-4	TO070	212	avete	avete	linguistic	_	_	_	Fast=0-5	_	_
212-5	TO070	212	s~	s~	linguistic	Interrupted=Yes	_	_	Fast=0-2	_	_
212-6	TO070	212	già	già	linguistic	_	_	_	Fast=0-3	_	_
212-7	TO070	212	sentito<	sentito	linguistic	_	End=635.94	_	Fast=0-7	_	_
213-0	TO070	213	è	è	linguistic	_	Begin=636.06	_	_	_	_
213-1	TO070	213	in	in	linguistic	_	_	_	_	_	_
213-2	TO070	213	grado	grado	linguistic	_	_	_	_	_	_
213-3	TO070	213	ti	ti	linguistic	_	_	_	_	_	_
213-4	TO070	213	tenere	tenere	linguistic	_	_	_	_	_	_
213-5	TO070	213	una	una	linguistic	_	_	_	_	_	_
213-6	TO070	213	nota	nota	linguistic	_	_	_	_	_	_
213-7	TO070	213	molto	molto	linguistic	_	_	_	_	_	_
213-8	TO070	213	(a)	a	linguistic	_	_	_	_	0-1(0)	_
213-9	TO070	213	lungo.	lungo	linguistic	Intonation=Falling	End=638.72	_	_	_	_
214-0	TO070	214	e	e	linguistic	_	Begin=639.445	_	_	_	_
214-1	TO070	214	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
214-2	TO070	214	>il	il	linguistic	_	_	_	Fast=0-2	_	_
214-3	TO070	214	clavicembalo	clavicembalo	linguistic	_	_	_	Fast=0-12	_	_
214-4	TO070	214	per	per	linguistic	_	_	_	Fast=0-3	_	_
214-5	TO070	214	stargli	stargli	linguistic	_	_	_	Fast=0-7	_	_
214-6	TO070	214	dietro	dietro	linguistic	_	_	_	Fast=0-6	_	_
214-7	TO070	214	doveva	doveva	linguistic	_	_	_	Fast=0-6	_	_
214-8	TO070	214	fiorire	fiorire	linguistic	_	_	_	Fast=0-7	_	_
214-9	TO070	214	doveva	doveva	linguistic	_	_	_	Fast=0-6	_	_
214-10	TO070	214	ripetere	ripetere	linguistic	_	_	_	Fast=0-8	_	_
214-11	TO070	214	le	le	linguistic	_	_	_	Fast=0-2	_	_
214-12	TO070	214	note	note	linguistic	_	_	_	Fast=0-4	_	_
214-13	TO070	214	doveva	doveva	linguistic	_	_	_	Fast=0-6	_	_
214-14	TO070	214	far	far	linguistic	_	_	_	Fast=0-3	_	_
214-15	TO070	214	qualcosa	qualcosa	linguistic	_	_	_	Fast=0-8	_	_
214-16	TO070	214	perché	perché	linguistic	_	_	_	Fast=0-6	_	_
214-17	TO070	214	se	se	linguistic	_	_	_	Fast=0-2	_	_
214-18	TO070	214	stava	stava	linguistic	_	_	_	Fast=0-5	_	_
214-19	TO070	214	fermo<	fermo	linguistic	_	End=645.21	_	Fast=0-5	_	_
215-0	TO070	215	dopo	dopo	linguistic	_	Begin=645.301	_	_	_	_
215-1	TO070	215	tre	tre	linguistic	_	_	_	_	_	_
215-2	TO070	215	secondi	secondi	linguistic	_	_	_	_	_	_
215-3	TO070	215	non	non	linguistic	_	_	_	_	_	_
215-4	TO070	215	si	si	linguistic	_	_	_	_	_	_
215-5	TO070	215	sentiva	sentiva	linguistic	_	_	_	_	_	_
215-6	TO070	215	più.	più	linguistic	Intonation=Falling	End=647.24	_	_	_	_
216-0	TO070	216	>mh	mh	linguistic	ProsodicLink=Yes	Begin=647.66	_	Fast=0-2	_	_
216-1	TO070	216	eh	eh	linguistic	_	_	_	Fast=0-2	_	_
216-2	TO070	216	adesso	adesso	linguistic	_	_	_	Fast=0-6	_	_
216-3	TO070	216	(.)	[PAUSE]	shortpause	_	_	_	Fast=0-3	_	_
216-4	TO070	216	vi	vi	linguistic	_	_	_	Fast=0-2	_	_
216-5	TO070	216	volevo	volevo	linguistic	_	_	_	Fast=0-6	_	_
216-6	TO070	216	solo	solo	linguistic	_	_	_	Fast=0-4	_	_
216-7	TO070	216	fare	fare	linguistic	_	_	_	Fast=0-4	_	_
216-8	TO070	216	sentire	sentire	linguistic	_	_	_	Fast=0-7	_	_
216-9	TO070	216	la	la	linguistic	_	_	_	Fast=0-2	_	_
216-10	TO070	216	diferenza	diferenza	linguistic	_	_	_	Fast=0-9	_	_
216-11	TO070	216	della	della	linguistic	_	_	_	Fast=0-5	_	_
216-12	TO070	216	nota	nota	linguistic	_	_	_	Fast=0-4	_	_
216-13	TO070	216	suonata	suonata	linguistic	_	_	_	Fast=0-7	_	_
216-14	TO070	216	senza	senza	linguistic	_	_	_	Fast=0-5	_	_
216-15	TO070	216	pedale	pedale	linguistic	_	_	_	Fast=0-6	_	_
216-16	TO070	216	e	e	linguistic	_	_	_	Fast=0-1	_	_
216-17	TO070	216	con	con	linguistic	_	_	_	Fast=0-3	_	_
216-18	TO070	216	pedale<.	pedale	linguistic	Intonation=Falling	End=652.61	_	Fast=0-6	_	_
217-0	TO070	217	((suona_il_pianoforte))	((suona_il_pianoforte))	nonverbalbehavior	_	Begin=656.626|End=657.821	_	_	_	_
218-0	TO070	218	sentite?	sentite	linguistic	Intonation=Rising	Begin=658.34|End=659.09	_	_	_	_
219-0	TO070	219	e	e	linguistic	_	Begin=659.47	_	_	_	_
219-1	TO070	219	così?	così	linguistic	Intonation=Rising	End=660.42	_	_	_	_
220-0	TO070	220	a	a	linguistic	_	Begin=662.3	_	_	_	_
220-1	TO070	220	questo	questo	linguistic	_	_	_	_	_	_
220-2	TO070	220	p~	p~	linguistic	Interrupted=Yes	_	_	_	_	_
220-3	TO070	220	eh	eh	linguistic	_	_	_	_	_	_
220-4	TO070	220	((suona_il_pianoforte))	((suona_il_pianoforte))	nonverbalbehavior	_	End=663.684	_	_	_	_
221-0	TO070	221	mentre	mentre	linguistic	_	Begin=663.73	_	_	_	_
221-1	TO070	221	sul	sul	linguistic	_	_	_	_	_	_
221-2	TO070	221	clavicembalo	clavicembalo	linguistic	_	_	_	_	_	_
221-3	TO070	221	io	io	linguistic	_	_	_	_	_	_
221-4	TO070	221	appena	appena	linguistic	_	_	_	_	_	_
221-5	TO070	221	ho	ho	linguistic	_	_	_	_	_	_
221-6	TO070	221	suonato	suonato	linguistic	_	_	_	_	_	_
221-7	TO070	221	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
221-8	TO070	221	e::h	eh	linguistic	_	_	0x2	_	_	_
221-9	TO070	221	((suona_il_pianoforte))	((suona_il_pianoforte))	nonverbalbehavior	_	End=666.95	_	_	_	_
222-0	TO070	222	sento	sento	linguistic	_	Begin=667.075	_	_	_	_
222-1	TO070	222	che	che	linguistic	_	_	_	_	_	_
222-2	TO070	222	cessa	cessa	linguistic	_	_	_	_	_	_
222-3	TO070	222	il	il	linguistic	_	_	_	_	_	_
222-4	TO070	222	suono	suono	linguistic	_	_	_	_	_	_
222-5	TO070	222	perché	perché	linguistic	_	_	_	_	_	_
222-6	TO070	222	quella	quella	linguistic	_	_	_	_	_	_
222-7	TO070	222	pennetta	pennetta	linguistic	_	End=669.67	_	_	_	_
223-0	TO070	223	ha:	ha	linguistic	_	Begin=669.86	1x1	_	_	_
223-1	TO070	223	ha	ha	linguistic	_	_	_	_	_	_
223-2	TO070	223	pizzicato	pizzicato	linguistic	_	End=671.108	_	_	_	_
224-0	TO070	224	e	e	linguistic	_	Begin=671.135	_	_	_	_
224-1	TO070	224	poi	poi	linguistic	_	_	_	_	_	_
224-2	TO070	224	si	si	linguistic	_	_	_	_	_	_
224-3	TO070	224	è	è	linguistic	_	_	_	_	_	_
224-4	TO070	224	rimessa	rimessa	linguistic	_	_	_	_	_	_
224-5	TO070	224	sulla	sulla	linguistic	_	_	_	_	_	_
224-6	TO070	224	corda.	corda	linguistic	Intonation=Falling	_	_	_	_	_
224-7	TO070	224	e	e	linguistic	_	_	_	_	_	_
224-8	TO070	224	quindi	quindi	linguistic	_	_	_	_	_	_
224-9	TO070	224	le	le	linguistic	_	_	_	_	_	_
224-10	TO070	224	impedisce	impedisce	linguistic	_	_	_	_	_	_
224-11	TO070	224	di	di	linguistic	_	_	_	_	_	_
224-12	TO070	224	continuare	continuare	linguistic	_	_	_	_	_	_
224-13	TO070	224	a	a	linguistic	_	_	_	_	_	_
224-14	TO070	224	vibrare.	vibrare	linguistic	Intonation=Falling	End=675.015	_	_	_	_
225-0	TO070	225	invece	invece	linguistic	_	Begin=675.33	_	_	_	_
225-1	TO070	225	qua	qua	linguistic	_	_	_	_	_	_
225-2	TO070	225	finché	finché	linguistic	_	_	_	_	_	_
225-3	TO070	225	io	io	linguistic	_	_	_	_	_	_
225-4	TO070	225	non	non	linguistic	_	_	_	_	_	_
225-5	TO070	225	decido	decido	linguistic	_	_	_	_	_	_
225-6	TO070	225	di	di	linguistic	_	_	_	_	_	_
225-7	TO070	225	alzare	alzare	linguistic	_	_	_	_	_	_
225-8	TO070	225	il	il	linguistic	_	_	_	_	_	_
225-9	TO070	225	tasto,	tasto	linguistic	Intonation=weakly_rising	End=678.82	_	_	_	_
226-0	TO070	226	e	e	linguistic	_	Begin=679.02	_	_	_	_
226-1	TO070	226	allora	allora	linguistic	_	_	_	_	_	_
226-2	TO070	226	faccio	faccio	linguistic	_	_	_	_	_	_
226-3	TO070	226	di	di	linguistic	_	_	_	_	_	_
226-4	TO070	226	nuovo	nuovo	linguistic	_	_	_	_	_	_
226-5	TO070	226	ricadere	ricadere	linguistic	_	_	_	_	_	_
226-6	TO070	226	il	il	linguistic	_	_	_	_	_	_
226-7	TO070	226	martelletto	martelletto	linguistic	_	_	_	_	_	_
226-8	TO070	226	sulla	sulla	linguistic	_	_	_	_	_	_
226-9	TO070	226	corda,	corda	linguistic	Intonation=weakly_rising	End=682.02	_	_	_	_
227-0	TO070	227	fino	fino	linguistic	_	Begin=683.53	_	_	_	_
227-1	TO070	227	a	a	linguistic	_	_	_	_	_	_
227-2	TO070	227	che	che	linguistic	_	_	_	_	_	_
227-3	TO070	227	questo	questo	linguistic	_	_	_	_	_	_
227-4	TO070	227	non	non	linguistic	_	_	_	_	_	_
227-5	TO070	227	succede	succede	linguistic	_	End=685.11	_	_	_	_
228-0	TO070	228	il	il	linguistic	_	Begin=685.375	_	_	_	_
228-1	TO070	228	suono	suono	linguistic	_	_	_	_	_	_
228-2	TO070	228	si	si	linguistic	_	_	_	_	_	_
228-3	TO070	228	prolunga.	prolunga	linguistic	Intonation=Falling	End=686.73	_	_	_	_
229-0	TO070	229	vedete	vedete	linguistic	_	Begin=687.52	_	_	_	_
229-1	TO070	229	che	che	linguistic	_	End=688.324	_	_	_	_
230-0	TO070	230	ha	ha	linguistic	_	Begin=688.405	_	_	_	_
230-1	TO070	230	una	una	linguistic	_	_	_	_	_	_
230-2	TO070	230	buona	buona	linguistic	_	_	_	_	_	_
230-3	TO070	230	tenuta	tenuta	linguistic	_	End=689.79	_	_	_	_
231-0	TO070	231	se	se	linguistic	_	Begin=691.338	_	_	_	_
231-1	TO070	231	lo	lo	linguistic	_	_	_	_	_	_
231-2	TO070	231	voglio	voglio	linguistic	_	_	_	_	_	_
231-3	TO070	231	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
231-4	TO070	231	prolungare	prolungare	linguistic	_	_	_	_	_	_
231-5	TO070	231	ancora	ancora	linguistic	_	_	_	_	_	_
231-6	TO070	231	di	di	linguistic	_	_	_	_	_	_
231-7	TO070	231	più:,	più	linguistic	Intonation=weakly_rising	End=693.58	2x1	_	_	_
232-0	TO070	232	uso	uso	linguistic	_	Begin=693.84	_	_	_	_
232-1	TO070	232	il	il	linguistic	_	_	_	_	_	_
232-2	TO070	232	pedale.	pedale	linguistic	Intonation=Falling	End=694.8	_	_	_	_
233-0	TO070	233	qui	qui	linguistic	_	Begin=697.035	_	_	_	_
233-1	TO070	233	posso	posso	linguistic	_	_	_	_	_	_
233-2	TO070	233	anche	anche	linguistic	_	_	_	_	_	_
233-3	TO070	233	lasciare	lasciare	linguistic	_	End=698.468	_	_	_	_
234-0	TO070	234	non	non	linguistic	_	Begin=700.56	_	_	_	_
234-1	TO070	234	>c'	c'	linguistic	SpaceAfter=No	_	_	Fast=0-2	_	_
234-2	TO070	234	è	è	linguistic	_	_	_	Fast=0-1	_	_
234-3	TO070	234	più	più	linguistic	_	_	_	Fast=0-3	_	_
234-4	TO070	234	bisogno	bisogno	linguistic	_	_	_	Fast=0-7	_	_
234-5	TO070	234	neanche	neanche	linguistic	_	_	_	Fast=0-7	_	_
234-6	TO070	234	di	di	linguistic	_	_	_	Fast=0-2	_	_
